,acousticness,danceability,energy,instrumentalness,loudness,tempo,liveness,valence,genre
0,4.16e-05,0.154,0.978,0.821,-4.724,103.55,0.853,0.137,metal
0,4.97e-06,0.391,0.67,0.75,-7.096,134.89,0.0563,0.106,metal
0,1.94e-05,0.182,0.962,0.0102,-5.271,168.042,0.157,0.214,metal
0,0.113,0.462,0.492,0.00101,-10.355,118.97,0.13,0.422,metal
0,0.265,0.292,0.489,0.789,-8.165,65.741,0.25,0.0399,metal
0,0.00276,0.215,0.688,0.797,-10.244,167.085,0.122,0.0565,metal
0,0.00694,0.256,0.418,0.852,-10.764,174.07,0.121,0.0388,metal
0,0.198,0.152,0.0494,0.867,-10.617,82.826,0.0634,0.0336,metal
0,0.000118,0.294,0.807,0.847,-4.42,75.15,0.0858,0.384,metal
0,3.48e-06,0.303,0.868,0.841,-7.268,128.041,0.241,0.466,metal
0,0.156,0.82,0.464,0.0,-8.45,109.374,0.101,0.872,pop
0,0.0276,0.722,0.858,1.84e-05,-8.009,127.512,0.311,0.925,pop
0,0.0659,0.435,0.421,2.16e-06,-10.088,177.417,0.189,0.387,pop
0,0.216,0.308,0.853,0.00155,-4.427,199.364,0.154,0.591,pop
0,0.604,0.462,0.633,0.0,-8.206,138.989,0.0809,0.392,pop
0,0.289,0.818,0.768,4.73e-06,-6.975,121.562,0.107,0.922,pop
0,0.302,0.668,0.685,0.0,-6.533,125.475,0.137,0.903,pop
0,0.583,0.558,0.464,0.000133,-8.488,171.762,0.159,0.559,pop
0,0.0312,0.715,0.681,1.67e-05,-13.056,104.862,0.207,0.921,pop
0,0.48,0.743,0.642,8.34e-06,-11.897,103.858,0.212,0.906,pop
0,0.549,0.728,0.527,0.000122,-8.223,90.223,0.092,0.495,pop
0,0.0297,0.707,0.583,0.0,-13.189,123.3,0.124,0.85,pop
0,0.185,0.702,0.803,0.0,-9.129,108.499,0.562,0.882,pop
0,0.161,0.842,0.697,0.000101,-13.796,134.533,0.583,0.916,pop
0,0.074,0.692,0.79,0.711,-14.065,128.13,0.101,0.96,pop
0,0.185,0.722,0.538,0.000219,-11.163,96.418,0.266,0.682,pop
0,0.358,0.507,0.627,0.00167,-9.439,101.023,0.0434,0.95,pop
0,0.00637,0.651,0.952,0.119,-6.214,127.036,0.323,0.934,pop
0,0.00463,0.89,0.617,0.00385,-12.096,121.126,0.0291,0.97,pop
0,0.794,0.393,0.248,1.88e-06,-10.942,80.755,0.0953,0.203,pop
0,0.621,0.509,0.317,5.28e-05,-16.063,131.783,0.0878,0.247,pop
0,0.081,0.253,0.416,6.72e-06,-12.895,90.793,0.131,0.543,pop
0,0.815,0.337,0.171,0.000238,-12.479,124.688,0.0984,0.267,pop
0,0.185,0.58,0.582,0.00417,-13.034,92.01,0.335,0.497,pop
0,0.223,0.401,0.531,1.51e-05,-6.991,130.651,0.149,0.173,pop
0,0.34,0.52,0.652,5.49e-05,-6.655,80.609,0.256,0.722,pop
0,0.306,0.226,0.593,5.5e-05,-9.05,174.791,0.129,0.552,pop
0,0.454,0.355,0.615,0.0,-7.21,137.19,0.0477,0.603,pop
0,0.0014,0.746,0.703,0.00414,-7.853,111.569,0.066,0.733,pop
0,0.747,0.402,0.301,1.44e-05,-10.613,65.882,0.166,0.465,pop
0,0.953,0.428,0.244,0.000144,-15.447,100.495,0.102,0.39,pop
0,0.711,0.49,0.321,2.15e-06,-13.283,121.377,0.0372,0.229,pop
0,0.197,0.373,0.442,0.0,-10.725,82.328,0.285,0.499,pop
0,0.806,0.379,0.343,0.0,-12.993,184.301,0.0991,0.694,pop
0,0.872,0.472,0.373,0.206,-12.98,135.193,0.147,0.459,pop
0,0.0254,0.557,0.791,0.000264,-7.201,122.34,0.0605,0.895,pop
0,0.331,0.585,0.399,1.69e-05,-12.972,109.537,0.141,0.364,pop
0,0.248,0.469,0.278,0.000126,-16.311,169.735,0.133,0.331,pop
0,0.00861,0.215,0.459,0.00934,-13.406,50.732,0.0619,0.443,pop
0,0.135,0.643,0.568,0.0,-9.903,95.169,0.195,0.434,pop
0,0.367,0.64,0.406,0.0,-11.129,128.026,0.0865,0.233,pop
0,0.28,0.758,0.669,7.49e-05,-9.501,125.263,0.5,0.831,pop
0,0.0266,0.605,0.881,3.28e-06,-4.891,117.178,0.81,0.965,pop
0,0.184,0.62,0.556,0.0,-12.044,119.172,0.301,0.592,pop
0,0.613,0.506,0.279,0.00604,-13.048,81.651,0.0764,0.449,pop
0,0.0368,0.454,0.6,3.74e-06,-6.324,83.364,0.23,0.478,pop
0,0.541,0.221,0.264,0.0,-17.533,83.128,0.148,0.169,pop
0,0.124,0.626,0.565,0.0,-10.027,116.61,0.0811,0.924,pop
0,0.418,0.308,0.464,2.49e-06,-9.032,103.734,0.143,0.318,pop
0,0.532,0.424,0.443,0.000389,-13.45,131.675,0.673,0.391,pop
0,0.657,0.401,0.285,1.13e-05,-11.005,130.465,0.158,0.267,pop
0,0.151,0.36,0.298,2.72e-06,-10.468,79.55,0.34,0.266,pop
0,0.871,0.304,0.305,0.00368,-10.879,146.066,0.367,0.464,pop
0,0.114,0.677,0.509,0.0134,-7.472,93.042,0.0659,0.525,pop
0,0.359,0.349,0.344,0.000129,-13.206,142.441,0.603,0.228,pop
0,0.803,0.482,0.211,1.36e-05,-14.518,116.902,0.154,0.158,pop
0,0.932,0.335,0.303,0.0271,-10.943,114.224,0.0907,0.186,pop
0,0.559,0.604,0.384,0.000129,-14.49,139.009,0.0924,0.227,pop
0,0.878,0.16,0.123,2.24e-05,-18.111,67.006,0.157,0.239,pop
0,0.492,0.638,0.352,0.0,-9.266,94.173,0.105,0.204,pop
0,0.953,0.624,0.158,0.00135,-13.059,85.492,0.112,0.303,pop
0,0.431,0.493,0.339,0.00115,-14.067,114.129,0.115,0.642,pop
0,0.473,0.538,0.536,0.0,-10.36,119.31,0.18,0.54,pop
0,0.498,0.523,0.366,0.0,-14.069,142.814,0.094,0.291,pop
0,0.252,0.764,0.567,0.0,-13.361,108.805,0.104,0.79,pop
0,0.58,0.707,0.514,0.000159,-8.885,86.035,0.0953,0.524,pop
0,0.537,0.73,0.752,4.82e-06,-6.938,124.304,0.549,0.638,pop
0,0.0103,0.711,0.731,8.66e-05,-5.396,133.01,0.32,0.541,pop
0,0.207,0.709,0.824,0.000307,-8.824,118.814,0.0888,0.867,pop
0,0.0643,0.723,0.969,0.0,-4.516,126.653,0.115,0.728,pop
0,0.332,0.536,0.846,0.0,-4.661,154.744,0.047,0.79,pop
0,0.195,0.513,0.662,0.0,-6.058,134.128,0.101,0.261,pop
0,0.494,0.555,0.5,1.28e-06,-9.095,84.296,0.198,0.385,pop
0,0.0114,0.602,0.791,3.74e-06,-6.967,167.201,0.173,0.784,pop
0,0.631,0.75,0.76,0.0,-3.583,141.043,0.0724,0.788,pop
0,0.727,0.615,0.57,0.0,-6.564,111.927,0.0784,0.346,pop
0,0.129,0.55,0.78,1.85e-06,-5.55,117.654,0.132,0.794,pop
0,0.457,0.764,0.626,6.35e-06,-8.274,118.34,0.201,0.961,pop
0,0.115,0.75,0.897,0.00218,-4.487,115.943,0.355,0.61,pop
0,0.257,0.808,0.476,0.0138,-11.047,125.772,0.106,0.72,pop
0,0.281,0.758,0.612,0.00288,-11.403,106.945,0.0954,0.822,pop
0,0.0291,0.54,0.707,1.24e-06,-5.541,118.875,0.368,0.494,pop
0,0.201,0.832,0.544,0.000139,-12.697,119.49,0.632,0.928,pop
0,0.358,0.543,0.87,0.000939,-6.514,100.804,0.792,0.754,pop
0,0.113,0.734,0.45,1.13e-05,-13.92,127.46,0.296,0.595,pop
0,0.0962,0.59,0.868,0.000322,-5.832,184.348,0.442,0.798,pop
0,0.35,0.926,0.916,6.17e-06,-2.221,110.007,0.0234,0.904,pop
0,0.53,0.756,0.789,0.000711,-7.002,127.987,0.157,0.873,pop
0,0.295,0.749,0.748,0.000443,-7.011,137.547,0.469,0.827,pop
0,0.283,0.542,0.869,6.81e-05,-5.218,125.101,0.239,0.69,pop
0,0.0254,0.548,0.953,2.09e-06,-3.369,99.984,0.158,0.5,pop
0,0.0906,0.645,0.855,0.0,-5.63,147.007,0.114,0.649,pop
0,0.333,0.742,0.883,7.51e-06,-3.419,136.506,0.0964,0.978,pop
0,0.00799,0.644,0.566,1.34e-06,-8.941,122.501,0.187,0.459,pop
0,0.42,0.46,0.505,0.0,-5.487,135.757,0.134,0.22,pop
0,0.0663,0.644,0.619,0.000494,-14.015,119.616,0.107,0.679,pop
0,0.309,0.474,0.804,1.81e-06,-7.763,140.507,0.552,0.757,pop
0,0.141,0.743,0.846,1.28e-06,-4.602,138.048,0.394,0.775,pop
0,0.0149,0.681,0.83,0.00376,-6.088,103.777,0.214,0.817,pop
0,0.0263,0.585,0.911,0.0,-4.623,163.933,0.112,0.781,pop
0,0.0108,0.499,0.366,0.00208,-9.566,144.563,0.0851,0.418,blues
0,0.0883,0.524,0.486,0.835,-7.531,131.63,0.0964,0.601,blues
0,0.794,0.501,0.446,0.000711,-8.673,175.251,0.0978,0.356,blues
0,0.0253,0.589,0.679,0.00584,-5.628,85.865,0.167,0.716,blues
0,0.137,0.713,0.281,0.0258,-11.057,148.301,0.111,0.397,blues
0,0.0141,0.468,0.723,0.0194,-5.49,75.557,0.386,0.611,blues
0,0.0344,0.491,0.693,9.35e-05,-5.962,153.942,0.121,0.514,blues
0,0.457,0.549,0.562,0.21,-10.053,78.83,0.109,0.392,blues
0,0.0107,0.494,0.639,0.101,-4.783,123.942,0.143,0.2,blues
0,0.000261,0.405,0.654,0.125,-6.182,133.438,0.0825,0.409,blues
0,0.0248,0.788,0.789,0.00611,-6.836,95.028,0.118,0.784,blues
0,0.147,0.514,0.715,0.0,-7.943,120.881,0.371,0.733,blues
0,0.568,0.641,0.539,0.00186,-5.69,95.942,0.12,0.699,blues
0,0.413,0.677,0.367,1.98e-05,-14.149,162.264,0.144,0.513,blues
0,0.0582,0.525,0.879,0.00396,-4.927,118.079,0.123,0.842,blues
0,0.72,0.725,0.315,0.00259,-8.48,126.39,0.0869,0.298,blues
0,0.073,0.431,0.69,0.06,-7.42,148.335,0.293,0.192,blues
0,0.599,0.582,0.4,0.262,-9.343,90.16,0.448,0.621,blues
0,0.61,0.515,0.684,0.00328,-7.064,78.546,0.0382,0.38,blues
0,0.189,0.627,0.282,0.00123,-10.107,83.443,0.152,0.413,blues
0,0.0743,0.382,0.843,0.449,-5.047,110.218,0.0938,0.611,blues
0,0.157,0.82,0.548,0.000134,-9.577,112.133,0.0805,0.741,blues
0,0.221,0.442,0.469,0.111,-15.041,181.08,0.138,0.81,blues
0,0.00122,0.616,0.852,0.0227,-5.358,94.023,0.0923,0.636,blues
0,0.782,0.477,0.251,0.0387,-12.852,131.876,0.0842,0.114,blues
0,0.0161,0.293,0.475,0.0269,-8.651,85.523,0.113,0.168,blues
0,0.0214,0.751,0.674,0.000143,-12.976,117.969,0.32,0.696,blues
0,0.265,0.251,0.277,0.667,-5.901,138.627,0.199,0.0386,blues
0,0.416,0.508,0.526,1.3e-05,-9.617,143.804,0.113,0.716,blues
0,0.0418,0.571,0.852,2.37e-05,-5.752,92.155,0.0527,0.804,blues
0,0.283,0.458,0.355,0.456,-12.119,113.186,0.982,0.148,blues
0,0.231,0.606,0.646,0.00121,-8.485,86.771,0.0471,0.79,blues
0,0.651,0.379,0.279,0.0595,-11.842,150.761,0.0823,0.139,blues
0,0.000523,0.308,0.949,0.116,-3.639,172.597,0.197,0.582,blues
0,0.388,0.443,0.515,0.00118,-11.449,133.995,0.15,0.497,blues
0,0.684,0.446,0.463,0.00177,-7.437,97.19,0.163,0.565,blues
0,0.0299,0.393,0.604,0.0265,-8.368,137.997,0.08,0.304,blues
0,0.81,0.547,0.174,0.357,-15.047,135.133,0.105,0.246,blues
0,0.391,0.715,0.774,0.122,-7.471,110.359,0.219,0.784,blues
0,0.107,0.362,0.614,0.0012,-13.297,79.432,0.123,0.664,blues
0,0.0645,0.594,0.798,0.754,-5.617,126.217,0.272,0.815,blues
0,0.17,0.544,0.663,0.0239,-8.429,160.11,0.373,0.655,blues
0,0.171,0.656,0.551,0.000155,-14.141,125.659,0.0676,0.773,blues
0,0.362,0.349,0.523,0.000598,-7.749,169.283,0.386,0.311,blues
0,0.624,0.708,0.499,9.97e-05,-12.013,113.262,0.0488,0.757,blues
0,0.685,0.61,0.453,1.01e-05,-9.736,79.865,0.0648,0.728,blues
0,0.0315,0.76,0.776,0.000124,-5.094,99.006,0.102,0.935,blues
0,0.858,0.655,0.284,0.777,-16.159,86.002,0.11,0.334,blues
0,0.673,0.659,0.481,0.835,-6.785,97.965,0.175,0.503,blues
0,0.248,0.715,0.512,0.115,-10.248,99.701,0.0836,0.766,blues
0,0.0461,0.616,0.712,5.62e-05,-8.704,101.253,0.338,0.44,blues
0,0.0256,0.609,0.762,0.0896,-5.679,109.898,0.169,0.788,blues
0,0.647,0.564,0.274,0.303,-13.608,125.148,0.102,0.157,blues
0,0.564,0.764,0.442,0.0475,-9.002,74.229,0.159,0.45,blues
0,0.422,0.371,0.496,0.018,-7.069,163.548,0.113,0.386,blues
0,0.687,0.803,0.398,8.87e-06,-7.284,101.122,0.14,0.573,blues
0,0.372,0.729,0.509,0.0,-7.796,122.99,0.0982,0.322,blues
0,0.187,0.535,0.616,0.00137,-6.323,203.586,0.104,0.682,blues
0,0.645,0.606,0.535,0.744,-11.006,110.113,0.714,0.752,blues
0,0.127,0.264,0.613,0.00757,-7.092,209.627,0.349,0.248,blues
0,0.32,0.779,0.58,0.0167,-7.569,104.682,0.0709,0.93,blues
0,0.556,0.349,0.427,0.000991,-11.07,168.09,0.101,0.3,blues
0,0.408,0.552,0.751,0.845,-8.156,115.558,0.236,0.484,blues
0,0.0434,0.224,0.677,0.0633,-5.195,170.135,0.315,0.452,blues
0,0.203,0.403,0.651,0.515,-7.872,167.959,0.117,0.29,blues
0,0.0783,0.695,0.62,0.00633,-8.965,114.49,0.113,0.558,blues
0,0.00234,0.698,0.751,0.00523,-6.52,106.072,0.143,0.816,blues
0,0.924,0.557,0.121,8.66e-05,-13.073,108.876,0.11,0.326,blues
0,0.000388,0.344,0.725,0.0146,-5.368,178.788,0.112,0.706,blues
0,0.785,0.711,0.709,0.242,-5.889,98.202,0.239,0.697,blues
0,0.261,0.696,0.531,7.71e-06,-5.253,108.033,0.101,0.245,blues
0,0.201,0.615,0.74,0.000118,-4.225,148.049,0.351,0.771,blues
0,0.361,0.897,0.536,0.00679,-8.905,104.982,0.131,0.963,blues
0,0.0497,0.322,0.894,9.39e-06,-4.976,186.173,0.105,0.742,blues
0,0.00298,0.598,0.683,0.0252,-7.748,116.923,0.305,0.591,blues
0,0.398,0.423,0.498,0.159,-10.921,112.548,0.794,0.415,blues
0,0.375,0.509,0.595,0.0,-7.205,145.668,0.0645,0.493,blues
0,0.0188,0.515,0.946,0.00117,-4.996,96.066,0.226,0.537,blues
0,0.132,0.599,0.345,0.0448,-14.822,83.043,0.18,0.296,blues
0,0.00333,0.344,0.9,8.3e-06,-4.299,174.128,0.263,0.663,blues
0,0.0883,0.663,0.828,0.802,-8.043,127.986,0.06,0.928,blues
0,0.398,0.812,0.564,0.017,-8.628,109.135,0.0932,0.967,blues
0,0.0168,0.217,0.909,0.14,-5.08,185.561,0.345,0.673,blues
0,0.035,0.665,0.543,5.9e-06,-8.8,95.51,0.136,0.686,blues
0,0.0463,0.635,0.887,0.0433,-5.519,109.966,0.154,0.773,blues
0,0.0516,0.737,0.824,2.48e-06,-5.571,111.973,0.108,0.909,blues
0,0.644,0.515,0.5,2.24e-06,-8.986,155.383,0.119,0.634,blues
0,0.227,0.313,0.707,0.00237,-4.772,175.158,0.0949,0.537,blues
0,0.11,0.595,0.521,0.0369,-8.544,148.062,0.0956,0.66,blues
0,0.297,0.63,0.775,5.96e-05,-5.273,115.684,0.491,0.691,blues
0,0.236,0.634,0.368,3.39e-05,-14.953,102.446,0.0667,0.796,blues
0,0.448,0.552,0.682,7.89e-06,-8.322,151.113,0.0939,0.944,blues
0,0.327,0.716,0.693,0.0071,-6.291,102.129,0.0864,0.724,blues
0,0.346,0.701,0.424,0.000203,-7.012,75.529,0.258,0.437,blues
0,0.403,0.701,0.592,0.00592,-8.728,169.868,0.0927,0.829,blues
0,0.000876,0.781,0.564,0.00014,-6.685,114.007,0.361,0.809,blues
0,0.656,0.735,0.355,0.094,-19.032,93.553,0.119,0.724,blues
0,0.642,0.618,0.748,0.0484,-9.454,120.8,0.0785,0.904,blues
0,0.756,0.488,0.408,0.00125,-8.373,151.196,0.198,0.445,blues
0,0.485,0.71,0.514,0.000758,-7.461,115.493,0.145,0.457,blues
0,0.0278,0.725,0.64,0.0,-7.905,166.029,0.099,0.915,hiphop
0,0.0311,0.904,0.813,0.00697,-7.105,125.461,0.0471,0.81,hiphop
0,0.00806,0.812,0.714,0.0,-8.045,94.612,0.179,0.69,hiphop
0,0.00332,0.687,0.785,0.0,-4.953,186.244,0.0516,0.785,hiphop
0,0.222,0.718,0.812,1.41e-06,-6.977,93.629,0.147,0.706,hiphop
0,0.192,0.821,0.703,0.0,-8.464,105.154,0.0816,0.536,hiphop
0,0.0219,0.835,0.707,2.19e-05,-5.074,93.955,0.108,0.919,hiphop
0,0.34,0.713,0.91,0.0,-5.586,83.028,0.304,0.51,hiphop
0,0.0582,0.833,0.815,0.000569,-4.563,94.009,0.281,0.76,hiphop
0,0.151,0.722,0.745,6.26e-06,-6.059,95.021,0.337,0.607,hiphop
0,0.00852,0.843,0.508,2.1e-06,-13.918,91.094,0.648,0.704,hiphop
0,0.21,0.601,0.422,0.0,-13.364,132.456,0.0839,0.563,hiphop
0,0.00435,0.608,0.669,0.0109,-10.834,202.062,0.337,0.679,hiphop
0,0.0294,0.918,0.734,7.9e-06,-2.832,97.044,0.191,0.608,hiphop
0,0.0298,0.759,0.891,0.0,-2.983,98.579,0.141,0.587,hiphop
0,0.0108,0.734,0.673,0.0,-7.223,99.97,0.404,0.415,hiphop
0,0.0468,0.805,0.754,1.79e-06,-6.679,90.214,0.0855,0.844,hiphop
0,0.0259,0.912,0.511,0.0,-6.365,101.628,0.0442,0.611,hiphop
0,0.41,0.721,0.881,7.61e-06,-2.528,127.759,0.292,0.643,hiphop
0,0.273,0.713,0.678,0.0,-3.525,138.009,0.149,0.734,hiphop
0,0.00544,0.92,0.61,0.0,-6.615,139.096,0.0938,0.428,hiphop
0,0.348,0.935,0.611,6.9e-06,-8.689,126.008,0.0825,0.785,hiphop
0,0.000738,0.777,0.657,3.34e-06,-6.434,189.992,0.0932,0.245,hiphop
0,0.0153,0.768,0.867,0.000385,-3.652,96.431,0.0686,0.559,hiphop
0,0.00542,0.875,0.631,2.54e-06,-3.475,120.002,0.127,0.549,hiphop
0,0.0196,0.674,0.909,0.0,-2.267,100.058,0.653,0.666,hiphop
0,0.433,0.712,0.805,0.0,-3.142,94.973,0.179,0.851,hiphop
0,0.00485,0.872,0.814,1.96e-06,-4.568,98.985,0.214,0.57,hiphop
0,0.017,0.879,0.681,0.0,-8.951,99.974,0.0669,0.817,hiphop
0,0.235,0.548,0.938,0.0,-4.97,98.868,0.531,0.334,hiphop
0,0.0251,0.743,0.675,0.000717,-4.267,92.909,0.0685,0.59,hiphop
0,0.121,0.788,0.842,0.00112,-4.006,190.077,0.166,0.481,hiphop
0,0.275,0.945,0.522,1.56e-05,-8.211,111.129,0.093,0.593,hiphop
0,0.0234,0.876,0.71,0.000161,-6.446,121.072,0.0573,0.828,hiphop
0,0.31,0.596,0.661,0.0,-6.239,129.491,0.0847,0.86,hiphop
0,0.0453,0.63,0.48,0.0,-5.502,172.887,0.832,0.427,hiphop
0,0.145,0.87,0.876,1.55e-05,-2.999,104.985,0.841,0.861,hiphop
0,0.061,0.842,0.748,0.0,-5.361,101.753,0.0877,0.622,hiphop
0,0.0177,0.905,0.492,0.0,-8.953,140.076,0.0994,0.605,hiphop
0,0.0689,0.854,0.602,0.0,-10.162,99.429,0.292,0.592,hiphop
0,0.307,0.812,0.773,0.0,-6.465,131.05,0.0966,0.545,hiphop
0,0.0647,0.938,0.59,0.0,-7.117,100.07,0.086,0.465,hiphop
0,0.000677,0.899,0.811,0.0,-6.294,105.038,0.0672,0.587,hiphop
0,0.0316,0.808,0.752,2.5e-05,-5.024,113.993,0.405,0.568,hiphop
0,0.00933,0.938,0.562,0.00526,-9.555,114.184,0.24,0.635,hiphop
0,0.00952,0.588,0.877,0.0,-4.78,155.165,0.171,0.645,hiphop
0,0.00494,0.624,0.766,0.0,-6.31,91.727,0.107,0.714,hiphop
0,0.0131,0.745,0.62,0.0,-8.24,99.985,0.118,0.603,hiphop
0,0.289,0.749,0.439,1.23e-06,-11.274,81.085,0.165,0.557,hiphop
0,0.0142,0.746,0.825,0.0107,-4.666,152.914,0.121,0.584,hiphop
0,0.189,0.734,0.808,0.699,-6.448,114.764,0.315,0.805,hiphop
0,0.00798,0.826,0.67,0.0,-5.559,74.007,0.495,0.794,hiphop
0,0.0554,0.717,0.386,5.16e-06,-7.052,205.006,0.0353,0.863,hiphop
0,0.0124,0.753,0.899,0.000954,-5.404,97.985,0.0402,0.79,hiphop
0,0.191,0.706,0.702,0.0,-4.978,94.492,0.273,0.798,hiphop
0,0.233,0.546,0.538,0.0,-7.886,182.12,0.118,0.58,hiphop
0,0.178,0.774,0.688,4e-06,-5.088,107.011,0.0701,0.745,hiphop
0,0.548,0.744,0.549,0.0,-6.041,110.004,0.137,0.277,hiphop
0,0.245,0.777,0.829,0.0,-6.905,87.998,0.207,0.835,hiphop
0,0.154,0.854,0.658,0.00914,-6.932,137.949,0.102,0.855,hiphop
0,0.0183,0.796,0.615,0.0,-5.053,101.978,0.0463,0.733,hiphop
0,0.236,0.813,0.704,0.0,-3.427,95.067,0.098,0.792,hiphop
0,0.373,0.683,0.748,0.00881,-6.981,132.486,0.06,0.828,hiphop
0,0.0723,0.744,0.82,1.23e-06,-5.624,162.592,0.235,0.924,hiphop
0,0.0279,0.683,0.657,4.49e-05,-10.668,99.059,0.367,0.764,hiphop
0,0.0367,0.72,0.434,1.52e-05,-9.08,94.421,0.318,0.756,hiphop
0,0.0312,0.838,0.72,1.11e-05,-6.593,93.76,0.422,0.845,hiphop
0,0.00123,0.624,0.674,0.00293,-5.329,81.096,0.194,0.44,hiphop
0,0.0106,0.66,0.71,7.01e-06,-4.541,97.988,0.0736,0.233,hiphop
0,0.281,0.833,0.437,0.0202,-10.68,133.958,0.0692,0.852,hiphop
0,0.19,0.685,0.62,0.0,-6.665,82.52,0.158,0.372,hiphop
0,0.372,0.611,0.654,0.00432,-4.823,105.922,0.0926,0.609,hiphop
0,0.0405,0.843,0.608,0.0,-5.289,99.996,0.116,0.59,hiphop
0,0.0678,0.831,0.713,0.0,-6.967,99.584,0.0659,0.683,hiphop
0,0.352,0.803,0.454,0.0,-4.802,99.99,0.0655,0.739,hiphop
0,0.00332,0.854,0.637,0.0,-5.877,158.015,0.103,0.509,hiphop
0,0.0296,0.764,0.525,0.0,-5.969,95.813,0.0993,0.787,hiphop
0,0.184,0.774,0.812,0.0,-5.446,103.878,0.0757,0.743,hiphop
0,0.246,0.909,0.842,0.0,-4.51,99.983,0.289,0.922,hiphop
0,0.00129,0.891,0.558,0.0,-3.036,101.952,0.0287,0.747,hiphop
0,0.459,0.819,0.579,0.00349,-9.813,99.945,0.205,0.53,hiphop
0,0.0665,0.656,0.479,0.00272,-7.055,184.374,0.168,0.708,hiphop
0,0.457,0.569,0.596,8.99e-05,-6.486,93.134,0.205,0.757,hiphop
0,0.00911,0.781,0.638,0.0,-12.305,100.231,0.0357,0.909,hiphop
0,0.114,0.589,0.477,0.0,-9.025,125.867,0.188,0.841,hiphop
0,0.246,0.693,0.665,0.0001,-7.235,93.044,0.0815,0.683,hiphop
0,0.189,0.807,0.58,2.29e-06,-13.201,101.067,0.0672,0.919,hiphop
0,0.0232,0.522,0.516,0.00114,-6.745,170.059,0.0434,0.879,hiphop
0,0.231,0.646,0.6,0.0,-6.569,192.082,0.0794,0.811,hiphop
0,0.297,0.779,0.715,0.0,-5.886,126.036,0.157,0.621,hiphop
0,0.23,0.659,0.812,0.0,-7.499,83.013,0.0951,0.888,hiphop
0,0.248,0.868,0.862,0.000202,-3.588,99.999,0.0478,0.944,hiphop
0,0.0504,0.753,0.885,0.000958,-5.509,102.785,0.366,0.863,hiphop
0,0.194,0.657,0.629,0.0,-4.938,93.985,0.254,0.726,hiphop
0,0.0379,0.764,0.72,0.0,-4.147,99.095,0.117,0.476,hiphop
0,0.107,0.565,0.873,0.0,-5.906,130.422,0.332,0.755,hiphop
0,0.0194,0.79,0.702,0.0,-7.316,103.651,0.411,0.782,hiphop
0,0.606,0.765,0.637,0.0,-9.146,87.398,0.14,0.716,hiphop
0,0.33,0.893,0.433,0.0,-5.88,86.01,0.395,0.675,hiphop
0,0.0276,0.754,0.793,0.0,-6.542,138.979,0.0931,0.509,hiphop
